Date,Visitor,G,Home,G,,Att.,LOG,Notes
12/4/2014,Columbus Blue Jackets,4,Florida Panthers,3,SO,7788,,
12/4/2014,St. Louis Blues,3,Nashville Predators,4,,16409,,
12/4/2014,New York Islanders,2,Ottawa Senators,1,,20511,,
12/4/2014,Vancouver Canucks,3,Pittsburgh Penguins,0,,18463,,
12/4/2014,Boston Bruins,4,San Jose Sharks,7,,17404,,
12/4/2014,Buffalo Sabres,0,Tampa Bay Lightning,5,,17767,,
12/4/2014,New Jersey Devils,5,Toronto Maple Leafs,3,,18877,,
12/5/2014,Montreal Canadiens,3,Chicago Blackhawks,4,,22087,,
12/5/2014,Anaheim Ducks,5,Minnesota Wild,4,,19044,,
12/5/2014,Colorado Avalanche,2,Winnipeg Jets,6,,15016,,
12/6/2014,Boston Bruins,5,Arizona Coyotes,2,,13114,,
12/6/2014,San Jose Sharks,3,Calgary Flames,2,,18818,,
12/6/2014,Montreal Canadiens,1,Dallas Stars,4,,16098,,
12/6/2014,New York Rangers,2,Detroit Red Wings,3,,20027,,
12/6/2014,Buffalo Sabres,2,Florida Panthers,3,,8597,,
12/6/2014,Philadelphia Flyers,2,Los Angeles Kings,1,,18230,,
12/6/2014,Washington Capitals,4,New Jersey Devils,1,,15230,,
12/6/2014,Chicago Blackhawks,3,Nashville Predators,1,,17212,,
12/6/2014,St. Louis Blues,6,New York Islanders,4,,16170,,
12/6/2014,Ottawa Senators,2,Pittsburgh Penguins,3,,18492,,
12/6/2014,Columbus Blue Jackets,3,Tampa Bay Lightning,1,,17467,,
12/6/2014,Vancouver Canucks,2,Toronto Maple Leafs,5,,19346,,
12/7/2014,Detroit Red Wings,3,Carolina Hurricanes,1,,13489,,
12/7/2014,San Jose Sharks,1,Edmonton Oilers,2,,16839,,
12/7/2014,Vancouver Canucks,3,Ottawa Senators,4,OT,16870,,
12/7/2014,Anaheim Ducks,4,Winnipeg Jets,3,OT,15016,,
12/8/2014,New Jersey Devils,2,Carolina Hurricanes,1,,9815,,
12/8/2014,Pittsburgh Penguins,3,New York Rangers,4,OT,18006,,
12/8/2014,Florida Panthers,2,St. Louis Blues,4,,17330,,
12/9/2014,Los Angeles Kings,0,Buffalo Sabres,1,,18438,,
12/9/2014,Philadelphia Flyers,2,Columbus Blue Jackets,3,OT,14196,,
12/9/2014,Nashville Predators,3,Colorado Avalanche,0,,12689,,
12/9/2014,Winnipeg Jets,5,Dallas Stars,2,,15987,,
12/9/2014,New York Islanders,4,Minnesota Wild,5,,18904,,
12/9/2014,Vancouver Canucks,1,Montreal Canadiens,3,,21286,,
12/9/2014,Chicago Blackhawks,3,New Jersey Devils,2,SO,16210,,
12/9/2014,Edmonton Oilers,2,San Jose Sharks,5,,17007,,
12/9/2014,Washington Capitals,5,Tampa Bay Lightning,3,,17109,,
12/9/2014,Calgary Flames,1,Toronto Maple Leafs,4,,19122,,
12/10/2014,Edmonton Oilers,1,Anaheim Ducks,2,,16371,,
12/10/2014,Toronto Maple Leafs,2,Detroit Red Wings,1,SO,20027,,
12/11/2014,Nashville Predators,5,Arizona Coyotes,1,,10194,,
12/11/2014,Chicago Blackhawks,3,Boston Bruins,2,,17565,,
12/11/2014,Calgary Flames,3,Buffalo Sabres,4,,18208,,
12/11/2014,Winnipeg Jets,3,Colorado Avalanche,4,SO,14300,,
12/11/2014,Los Angeles Kings,5,Ottawa Senators,3,,17284,,
12/11/2014,New Jersey Devils,1,Philadelphia Flyers,4,,19572,,
12/11/2014,Minnesota Wild,1,San Jose Sharks,2,,17097,,
12/11/2014,New York Islanders,3,St. Louis Blues,6,,18028,,
12/11/2014,Carolina Hurricanes,1,Tampa Bay Lightning,2,,18104,,
12/11/2014,Columbus Blue Jackets,3,Washington Capitals,2,OT,18506,,
12/12/2014,Florida Panthers,3,Detroit Red Wings,2,SO,20027,,
12/12/2014,Anaheim Ducks,4,Edmonton Oilers,2,,16839,,
12/12/2014,Los Angeles Kings,2,Montreal Canadiens,6,,21287,,
12/12/2014,Calgary Flames,1,Pittsburgh Penguins,3,,18471,,
12/13/2014,Minnesota Wild,4,Arizona Coyotes,3,SO,13975,,
12/13/2014,Ottawa Senators,3,Boston Bruins,2,SO,17565,,
12/13/2014,Florida Panthers,3,Buffalo Sabres,4,OT,18450,,
12/13/2014,Pittsburgh Penguins,3,Columbus Blue Jackets,4,SO,18663,,
12/13/2014,St. Louis Blues,3,Colorado Avalanche,2,OT,17806,,
12/13/2014,New Jersey Devils,3,Dallas Stars,4,,16110,,
12/13/2014,Chicago Blackhawks,2,New York Islanders,3,,16170,,
12/13/2014,Carolina Hurricanes,1,Philadelphia Flyers,5,,19609,,
12/13/2014,Nashville Predators,0,San Jose Sharks,2,,17059,,
12/13/2014,Detroit Red Wings,1,Toronto Maple Leafs,4,,19063,,
12/13/2014,New York Rangers,5,Vancouver Canucks,1,,18870,,
12/13/2014,Anaheim Ducks,4,Winnipeg Jets,1,,15016,,
12/13/2014,Tampa Bay Lightning,2,Washington Capitals,4,,18506,,
12/14/2014,Calgary Flames,1,Chicago Blackhawks,2,,21572,,
12/14/2014,New York Rangers,2,Edmonton Oilers,0,,16839,,
12/14/2014,Los Angeles Kings,3,Toronto Maple Leafs,4,SO,19219,,
12/15/2014,Ottawa Senators,4,Buffalo Sabres,5,SO,14578,,
12/15/2014,New Jersey Devils,2,New York Islanders,3,SO,13408,,
12/15/2014,Tampa Bay Lightning,2,Pittsburgh Penguins,4,,18487,,
12/16/2014,Edmonton Oilers,1,Arizona Coyotes,2,OT,12085,,
12/16/2014,New York Rangers,5,Calgary Flames,2,,18352,,
12/16/2014,Minnesota Wild,3,Chicago Blackhawks,5,,21472,,
12/16/2014,Columbus Blue Jackets,1,Detroit Red Wings,0,SO,20027,,
12/16/2014,Washington Capitals,1,Florida Panthers,2,SO,10012,,
12/16/2014,Carolina Hurricanes,1,Montreal Canadiens,4,,21286,,
12/16/2014,Boston Bruins,2,Nashville Predators,3,SO,17113,,
12/16/2014,Tampa Bay Lightning,3,Philadelphia Flyers,1,,19576,,
12/16/2014,Los Angeles Kings,2,St. Louis Blues,5,,17212,,
12/16/2014,Anaheim Ducks,2,Toronto Maple Leafs,6,,18953,,
12/16/2014,Buffalo Sabres,1,Winnipeg Jets,5,,15016,,
12/17/2014,Boston Bruins,3,Minnesota Wild,2,OT,18841,,
12/17/2014,Ottawa Senators,2,New Jersey Devils,0,,15379,,
12/17/2014,Dallas Stars,2,Vancouver Canucks,0,,18755,,
12/18/2014,Toronto Maple Leafs,1,Carolina Hurricanes,4,,12332,,
12/18/2014,Washington Capitals,5,Columbus Blue Jackets,4,OT,13722,,
12/18/2014,St. Louis Blues,4,Los Angeles Kings,6,,18230,,
12/18/2014,Anaheim Ducks,2,Montreal Canadiens,1,,21286,,
12/18/2014,Florida Panthers,2,Philadelphia Flyers,1,SO,19582,,
12/18/2014,Colorado Avalanche,0,Pittsburgh Penguins,1,OT,18603,,
12/18/2014,Edmonton Oilers,3,San Jose Sharks,4,,17399,,
12/19/2014,Dallas Stars,2,Calgary Flames,1,,19289,,
12/19/2014,New York Islanders,2,Detroit Red Wings,1,,20027,,
12/19/2014,Tampa Bay Lightning,2,New Jersey Devils,3,SO,14916,,
12/19/2014,Anaheim Ducks,2,Ottawa Senators,6,,19443,,
12/19/2014,Boston Bruins,1,Winnipeg Jets,2,,15016,,
12/20/2014,Colorado Avalanche,5,Buffalo Sabres,1,,18831,,
12/20/2014,New York Rangers,3,Carolina Hurricanes,2,SO,13329,,
12/20/2014,Chicago Blackhawks,2,Columbus Blue Jackets,3,SO,18164,,
12/20/2014,Arizona Coyotes,2,Los Angeles Kings,4,,18230,,
12/20/2014,Nashville Predators,6,Minnesota Wild,5,OT,19017,,
12/20/2014,Ottawa Senators,1,Montreal Canadiens,4,,21287,,
12/20/2014,Washington Capitals,4,New Jersey Devils,0,,14776,,
12/20/2014,Tampa Bay Lightning,1,New York Islanders,3,,16170,,
12/20/2014,Florida Panthers,1,Pittsburgh Penguins,3,,18668,,
12/20/2014,St. Louis Blues,2,San Jose Sharks,3,OT,17562,,
12/20/2014,Philadelphia Flyers,7,Toronto Maple Leafs,4,,19343,,
12/20/2014,Calgary Flames,2,Vancouver Canucks,3,OT,18747,,
12/21/2014,Buffalo Sabres,3,Boston Bruins,4,OT,17565,,
12/21/2014,Toronto Maple Leafs,0,Chicago Blackhawks,4,,22131,,
12/21/2014,Colorado Avalanche,2,Detroit Red Wings,1,SO,20027,,
12/21/2014,Dallas Stars,6,Edmonton Oilers,5,SO,16839,,
12/21/2014,Carolina Hurricanes,0,New York Rangers,1,,18006,,
12/21/2014,Philadelphia Flyers,4,Winnipeg Jets,3,OT,15016,,
12/22/2014,San Jose Sharks,2,Anaheim Ducks,3,OT,17405,,
12/22/2014,Nashville Predators,5,Columbus Blue Jackets,1,,14573,,
12/22/2014,Pittsburgh Penguins,3,Florida Panthers,4,SO,15947,,
12/22/2014,Calgary Flames,4,Los Angeles Kings,3,OT,18230,,
12/22/2014,Arizona Coyotes,1,Vancouver Canucks,7,,18794,,
12/22/2014,Ottawa Senators,1,Washington Capitals,2,,18506,,
12/23/2014,Nashville Predators,3,Boston Bruins,5,,17565,,
12/23/2014,Winnipeg Jets,5,Chicago Blackhawks,1,,22095,,
12/23/2014,St. Louis Blues,0,Colorado Avalanche,5,,17634,,
12/23/2014,Toronto Maple Leafs,4,Dallas Stars,0,,18532,,
12/23/2014,Buffalo Sabres,3,Detroit Red Wings,6,,20027,,
12/23/2014,Arizona Coyotes,5,Edmonton Oilers,1,,16839,,
12/23/2014,Philadelphia Flyers,5,Minnesota Wild,2,,19020,,
12/23/2014,Carolina Hurricanes,2,New Jersey Devils,1,SO,16101,,
12/23/2014,Montreal Canadiens,3,New York Islanders,1,,16170,,
12/23/2014,Washington Capitals,2,New York Rangers,4,,18006,,
12/23/2014,Pittsburgh Penguins,3,Tampa Bay Lightning,4,,19204,,
12/27/2014,Anaheim Ducks,1,Arizona Coyotes,2,SO,13656,,
12/27/2014,New York Islanders,3,Buffalo Sabres,4,SO,19070,,
12/27/2014,Boston Bruins,2,Columbus Blue Jackets,6,,16795,,
12/27/2014,Edmonton Oilers,1,Calgary Flames,4,,19289,,
12/27/2014,Chicago Blackhawks,5,Colorado Avalanche,2,,18085,,
12/27/2014,San Jose Sharks,1,Los Angeles Kings,3,,18451,,
12/27/2014,Winnipeg Jets,4,Minnesota Wild,3,OT,19177,,
12/27/2014,Philadelphia Flyers,1,Nashville Predators,4,,17315,,
12/27/2014,New Jersey Devils,1,New York Rangers,3,,18006,,
12/27/2014,Detroit Red Wings,3,Ottawa Senators,2,OT,17194,,
12/27/2014,Washington Capitals,3,Pittsburgh Penguins,0,,18663,,
12/27/2014,Dallas Stars,4,St. Louis Blues,3,,19683,,
12/27/2014,Carolina Hurricanes,1,Tampa Bay Lightning,2,,19204,,
12/28/2014,Vancouver Canucks,1,Anaheim Ducks,2,OT,17374,,
12/28/2014,Toronto Maple Leafs,4,Florida Panthers,6,,17877,,
12/29/2014,Philadelphia Flyers,2,Arizona Coyotes,4,,16521,,
12/29/2014,Detroit Red Wings,2,Boston Bruins,5,,17565,,
12/29/2014,Montreal Canadiens,3,Carolina Hurricanes,1,,17123,,
12/29/2014,Los Angeles Kings,1,Calgary Flames,2,,19289,,
12/29/2014,Nashville Predators,4,Chicago Blackhawks,5,SO,22208,,
12/29/2014,New York Rangers,2,Dallas Stars,3,,18532,,
12/29/2014,Pittsburgh Penguins,1,New Jersey Devils,3,,16592,,
12/29/2014,Washington Capitals,3,New York Islanders,4,OT,16170,,
12/29/2014,Buffalo Sabres,2,Ottawa Senators,5,,18284,,
12/29/2014,Colorado Avalanche,0,St. Louis Blues,3,,19749,,
12/29/2014,Toronto Maple Leafs,2,Tampa Bay Lightning,3,,19204,,
12/29/2014,Minnesota Wild,3,Winnipeg Jets,2,,15016,,
12/30/2014,Los Angeles Kings,2,Edmonton Oilers,3,SO,16839,,
12/30/2014,Montreal Canadiens,2,Florida Panthers,1,SO,19614,,
12/30/2014,St. Louis Blues,2,Nashville Predators,3,,17401,,
12/30/2014,Vancouver Canucks,3,San Jose Sharks,1,,17562,,
12/31/2014,San Jose Sharks,3,Anaheim Ducks,0,,17174,,
12/31/2014,Toronto Maple Leafs,4,Boston Bruins,3,SO,17565,,
12/31/2014,Tampa Bay Lightning,5,Buffalo Sabres,1,,19070,,
12/31/2014,Minnesota Wild,1,Columbus Blue Jackets,3,,18040,,
12/31/2014,Edmonton Oilers,3,Calgary Flames,4,OT,19289,,
12/31/2014,Philadelphia Flyers,3,Colorado Avalanche,4,OT,18007,,
12/31/2014,Arizona Coyotes,0,Dallas Stars,6,,18532,,
12/31/2014,New Jersey Devils,1,Detroit Red Wings,3,,20027,,
12/31/2014,New York Rangers,5,Florida Panthers,2,,15090,,
12/31/2014,Carolina Hurricanes,1,Pittsburgh Penguins,2,,18639,,
12/31/2014,New York Islanders,5,Winnipeg Jets,2,,15016,,
1/1/2015,Los Angeles Kings,3,Vancouver Canucks,2,,18870,,
1/1/2015,Chicago Blackhawks,2,Washington Capitals,3,,42832,,NHL Winter Classic
1/2/2015,St. Louis Blues,3,Anaheim Ducks,4,,17174,,
1/2/2015,Florida Panthers,2,Buffalo Sabres,0,,19070,,
1/2/2015,Philadelphia Flyers,1,Carolina Hurricanes,2,,12682,,
1/2/2015,New York Islanders,2,Calgary Flames,1,,19289,,
1/2/2015,Edmonton Oilers,1,Colorado Avalanche,2,SO,16050,,
1/2/2015,Toronto Maple Leafs,1,Minnesota Wild,3,,19168,,
1/2/2015,Montreal Canadiens,4,New Jersey Devils,2,,16174,,
1/2/2015,Tampa Bay Lightning,3,Pittsburgh Penguins,6,,18655,,
1/3/2015,Columbus Blue Jackets,3,Arizona Coyotes,6,,13159,,
1/3/2015,Ottawa Senators,3,Boston Bruins,2,OT,17565,,
1/3/2015,Minnesota Wild,1,Dallas Stars,7,,18532,,
1/3/2015,Nashville Predators,7,Los Angeles Kings,6,OT,18230,,
1/3/2015,Philadelphia Flyers,2,New Jersey Devils,5,,15066,,
1/3/2015,Buffalo Sabres,1,New York Rangers,6,,18006,,
1/3/2015,Montreal Canadiens,4,Pittsburgh Penguins,1,,18630,,
1/3/2015,St. Louis Blues,7,San Jose Sharks,2,,17562,,
1/3/2015,Detroit Red Wings,1,Vancouver Canucks,4,,18870,,
1/3/2015,Toronto Maple Leafs,1,Winnipeg Jets,5,,15016,,
1/4/2015,Nashville Predators,3,Anaheim Ducks,4,SO,16402,,
1/4/2015,Boston Bruins,1,Carolina Hurricanes,2,SO,17212,,
1/4/2015,Dallas Stars,4,Chicago Blackhawks,5,OT,21884,,
1/4/2015,Columbus Blue Jackets,4,Colorado Avalanche,3,,14780,,
1/4/2015,New York Islanders,2,Edmonton Oilers,5,,16839,,
1/4/2015,Tampa Bay Lightning,4,Ottawa Senators,2,,16949,,
1/4/2015,Florida Panthers,3,Washington Capitals,4,,18506,,
1/5/2015,San Jose Sharks,3,Winnipeg Jets,2,,15016,,
1/6/2015,St. Louis Blues,6,Arizona Coyotes,0,,10876,,
1/6/2015,Colorado Avalanche,2,Chicago Blackhawks,0,,21492,,
1/6/2015,Columbus Blue Jackets,4,Dallas Stars,2,,17123,,
1/6/2015,Detroit Red Wings,4,Edmonton Oilers,2,,16839,,
1/6/2015,San Jose Sharks,4,Minnesota Wild,3,OT,19043,,
1/6/2015,Tampa Bay Lightning,4,Montreal Canadiens,2,,21286,,
1/6/2015,Buffalo Sabres,1,New Jersey Devils,4,,15162,,
1/6/2015,Carolina Hurricanes,2,Nashville Predators,3,,15706,,
1/6/2015,Ottawa Senators,1,Philadelphia Flyers,2,SO,19571,,
1/6/2015,New York Islanders,2,Vancouver Canucks,3,,18562,,
1/7/2015,New York Rangers,4,Anaheim Ducks,1,,17174,,
1/7/2015,Detroit Red Wings,3,Calgary Flames,2,,19154,,
1/7/2015,Boston Bruins,3,Pittsburgh Penguins,2,OT,18650,,
1/7/2015,Washington Capitals,6,Toronto Maple Leafs,2,,19047,,
1/8/2015,Winnipeg Jets,1,Arizona Coyotes,4,,11390,,
1/8/2015,New Jersey Devils,0,Boston Bruins,3,,17565,,
1/8/2015,Buffalo Sabres,2,Carolina Hurricanes,5,,9781,,
1/8/2015,Ottawa Senators,2,Colorado Avalanche,5,,14697,,
1/8/2015,New York Rangers,4,Los Angeles Kings,3,,18230,,
1/8/2015,Chicago Blackhawks,4,Minnesota Wild,2,,19060,,
1/8/2015,Dallas Stars,2,Nashville Predators,3,OT,17113,,
1/8/2015,Washington Capitals,2,Philadelphia Flyers,3,OT,19703,,
1/8/2015,San Jose Sharks,2,St. Louis Blues,7,,19220,,
1/8/2015,Florida Panthers,3,Vancouver Canucks,1,,18799,,
1/9/2015,Florida Panthers,6,Calgary Flames,5,,19289,,
1/9/2015,Chicago Blackhawks,2,Edmonton Oilers,5,,16839,,
1/9/2015,New York Islanders,3,New Jersey Devils,2,OT,16592,,
1/9/2015,Buffalo Sabres,1,Tampa Bay Lightning,2,,19204,,
1/9/2015,Columbus Blue Jackets,2,Toronto Maple Leafs,5,,18965,,
1/10/2015,Ottawa Senators,5,Arizona Coyotes,1,,14933,,
1/10/2015,New York Islanders,5,Columbus Blue Jackets,2,,16589,,
1/10/2015,Dallas Stars,3,Colorado Avalanche,4,,18007,,
1/10/2015,Winnipeg Jets,5,Los Angeles Kings,4,SO,18230,,
1/10/2015,Nashville Predators,3,Minnesota Wild,1,,19052,,
1/10/2015,Pittsburgh Penguins,2,Montreal Canadiens,1,OT,21287,,
1/10/2015,Boston Bruins,3,Philadelphia Flyers,1,,19907,,
1/10/2015,New York Rangers,3,San Jose Sharks,1,,17562,,
1/10/2015,Carolina Hurricanes,4,St. Louis Blues,5,SO,19411,,
1/10/2015,Calgary Flames,1,Vancouver Canucks,0,,18870,,
1/10/2015,Detroit Red Wings,1,Washington Capitals,3,,18506,,
1/11/2015,Winnipeg Jets,4,Anaheim Ducks,5,SO,17356,,
1/11/2015,Minnesota Wild,1,Chicago Blackhawks,4,,21809,,
1/11/2015,Florida Panthers,4,Edmonton Oilers,2,,16839,,
1/12/2015,Toronto Maple Leafs,0,Los Angeles Kings,2,,18230,,
1/12/2015,Tampa Bay Lightning,3,Philadelphia Flyers,7,,19598,,
1/12/2015,Colorado Avalanche,1,Washington Capitals,2,,18506,,
1/13/2015,San Jose Sharks,3,Arizona Coyotes,2,,10631,,
1/13/2015,Tampa Bay Lightning,3,Boston Bruins,4,,17565,,
1/13/2015,Detroit Red Wings,3,Buffalo Sabres,1,,19070,,
1/13/2015,Colorado Avalanche,2,Carolina Hurricanes,3,SO,12965,,
1/13/2015,Ottawa Senators,4,Dallas Stars,5,,16213,,
1/13/2015,Vancouver Canucks,1,Nashville Predators,5,,15726,,
1/13/2015,New York Islanders,3,New York Rangers,0,,18006,,
1/13/2015,Minnesota Wild,2,Pittsburgh Penguins,7,,18642,,
1/13/2015,Edmonton Oilers,2,St. Louis Blues,4,,18279,,
1/13/2015,Florida Panthers,2,Winnipeg Jets,8,,15016,,
1/14/2015,Toronto Maple Leafs,0,Anaheim Ducks,4,,16741,,
1/14/2015,Montreal Canadiens,3,Columbus Blue Jackets,2,,14964,,
1/14/2015,New Jersey Devils,5,Los Angeles Kings,3,,18230,,
1/14/2015,Philadelphia Flyers,0,Washington Capitals,1,,18506,,
1/15/2015,Calgary Flames,4,Arizona Coyotes,1,,12982,,
1/15/2015,New York Rangers,0,Boston Bruins,3,,17565,,
1/15/2015,Minnesota Wild,7,Buffalo Sabres,0,,18963,,
1/15/2015,Winnipeg Jets,2,Dallas Stars,1,,16221,,
1/15/2015,Colorado Avalanche,4,Florida Panthers,2,,9584,,
1/15/2015,Montreal Canadiens,1,Ottawa Senators,4,,19893,,
1/15/2015,Vancouver Canucks,4,Philadelphia Flyers,0,,19571,,
1/15/2015,Toronto Maple Leafs,1,San Jose Sharks,3,,17562,,
1/15/2015,Detroit Red Wings,3,St. Louis Blues,2,OT,18543,,
1/15/2015,Edmonton Oilers,2,Tampa Bay Lightning,3,,18609,,
1/16/2015,New Jersey Devils,1,Anaheim Ducks,5,,17174,,
1/16/2015,Vancouver Canucks,3,Carolina Hurricanes,0,,13093,,
1/16/2015,New York Rangers,2,Columbus Blue Jackets,1,,16104,,
1/16/2015,Winnipeg Jets,4,Chicago Blackhawks,2,,22051,,
1/16/2015,Washington Capitals,3,Nashville Predators,4,,17303,,
1/16/2015,Pittsburgh Penguins,3,New York Islanders,6,,16170,,
1/17/2015,Columbus Blue Jackets,3,Boston Bruins,1,,17565,,
1/17/2015,Philadelphia Flyers,4,Buffalo Sabres,3,,19070,,
1/17/2015,Washington Capitals,4,Dallas Stars,5,,18532,,
1/17/2015,Nashville Predators,2,Detroit Red Wings,5,,20027,,
1/17/2015,Edmonton Oilers,3,Florida Panthers,2,SO,10529,,
1/17/2015,Anaheim Ducks,3,Los Angeles Kings,2,SO,18422,,
1/17/2015,Arizona Coyotes,1,Minnesota Wild,3,,19111,,
1/17/2015,New York Islanders,4,Montreal Canadiens,6,,21287,,
1/17/2015,Carolina Hurricanes,3,Ottawa Senators,2,,17434,,
1/17/2015,Calgary Flames,4,San Jose Sharks,3,OT,17562,,
1/17/2015,Toronto Maple Leafs,0,St. Louis Blues,3,,19626,,
1/17/2015,Colorado Avalanche,2,Tampa Bay Lightning,3,SO,19204,,
1/18/2015,Dallas Stars,6,Chicago Blackhawks,3,,22135,,
1/18/2015,Buffalo Sabres,4,Detroit Red Wings,6,,20027,,
1/18/2015,New York Rangers,5,Pittsburgh Penguins,2,,18668,,
1/18/2015,Arizona Coyotes,3,Winnipeg Jets,4,SO,15016,,
1/19/2015,Vancouver Canucks,2,Florida Panthers,1,,9373,,
1/19/2015,Calgary Flames,2,Los Angeles Kings,1,OT,18230,,
1/19/2015,Columbus Blue Jackets,3,Minnesota Wild,1,,19064,,
1/19/2015,Philadelphia Flyers,4,New York Islanders,7,,16170,,
1/19/2015,New Jersey Devils,5,San Jose Sharks,2,,17562,,
1/19/2015,Colorado Avalanche,1,St. Louis Blues,3,,19187,,
1/19/2015,Carolina Hurricanes,4,Toronto Maple Leafs,1,,18979,,
1/20/2015,Arizona Coyotes,1,Chicago Blackhawks,6,,21427,,
1/20/2015,Boston Bruins,3,Dallas Stars,1,,17432,,
1/20/2015,Minnesota Wild,4,Detroit Red Wings,5,SO,20027,,
1/20/2015,Nashville Predators,1,Montreal Canadiens,2,OT,21287,,
1/20/2015,Ottawa Senators,2,New York Rangers,3,OT,18006,,
1/20/2015,Pittsburgh Penguins,2,Philadelphia Flyers,3,OT,19982,,
1/20/2015,Vancouver Canucks,1,Tampa Bay Lightning,4,,18517,,
1/20/2015,Edmonton Oilers,5,Washington Capitals,4,SO,18506,,
1/21/2015,Calgary Flames,3,Anaheim Ducks,6,,16828,,
1/21/2015,Boston Bruins,2,Colorado Avalanche,3,SO,16832,,
1/21/2015,Toronto Maple Leafs,3,Ottawa Senators,4,,18894,,
1/21/2015,Chicago Blackhawks,3,Pittsburgh Penguins,2,SO,18655,,
1/21/2015,Los Angeles Kings,2,San Jose Sharks,4,,17562,,
1/21/2015,Columbus Blue Jackets,0,Winnipeg Jets,4,,15016,,
1/27/2015,Tampa Bay Lightning,2,Carolina Hurricanes,4,,12508,,
1/27/2015,Washington Capitals,3,Columbus Blue Jackets,4,,16514,,
1/27/2015,Buffalo Sabres,1,Calgary Flames,4,,18563,,
1/27/2015,Minnesota Wild,2,Edmonton Oilers,1,,16839,,
1/27/2015,Detroit Red Wings,5,Florida Panthers,4,,12190,,
1/27/2015,Dallas Stars,2,Montreal Canadiens,3,,21286,,
1/27/2015,Colorado Avalanche,3,Nashville Predators,4,OT,15566,,
1/27/2015,New York Rangers,1,New York Islanders,4,,16170,,
1/27/2015,Arizona Coyotes,3,Philadelphia Flyers,4,SO,19581,,
1/27/2015,Winnipeg Jets,3,Pittsburgh Penguins,5,,18627,,
1/27/2015,Anaheim Ducks,4,Vancouver Canucks,0,,18813,,
1/28/2015,Chicago Blackhawks,3,Los Angeles Kings,4,,18525,,
1/28/2015,Toronto Maple Leafs,1,New Jersey Devils,2,SO,15882,,
1/28/2015,Pittsburgh Penguins,0,Washington Capitals,4,,18506,,
1/29/2015,Minnesota Wild,1,Calgary Flames,0,,19289,,
1/29/2015,Buffalo Sabres,2,Edmonton Oilers,3,,16839,,
1/29/2015,Columbus Blue Jackets,2,Florida Panthers,3,,7917,,
1/29/2015,Boston Bruins,5,New York Islanders,2,,16170,,
1/29/2015,Montreal Canadiens,1,New York Rangers,0,,18006,,
1/29/2015,Dallas Stars,6,Ottawa Senators,3,,18752,,
1/29/2015,Winnipeg Jets,2,Philadelphia Flyers,5,,19673,,
1/29/2015,Anaheim Ducks,3,San Jose Sharks,6,,17562,,
1/29/2015,Nashville Predators,4,St. Louis Blues,5,SO,19477,,
1/29/2015,Detroit Red Wings,1,Tampa Bay Lightning,5,,19204,,
1/29/2015,Arizona Coyotes,3,Toronto Maple Leafs,1,,18837,,
1/30/2015,Chicago Blackhawks,4,Anaheim Ducks,1,,17497,,
1/30/2015,St. Louis Blues,3,Carolina Hurricanes,2,SO,13287,,
1/30/2015,Nashville Predators,0,Colorado Avalanche,3,,18064,,
1/30/2015,Pittsburgh Penguins,2,New Jersey Devils,1,OT,16592,,
1/30/2015,Buffalo Sabres,2,Vancouver Canucks,5,,18570,,
1/31/2015,Los Angeles Kings,1,Boston Bruins,3,,17565,,
1/31/2015,Edmonton Oilers,2,Calgary Flames,4,,19289,,
1/31/2015,New York Islanders,1,Detroit Red Wings,4,,20027,,
1/31/2015,Washington Capitals,0,Montreal Canadiens,1,OT,21286,,
1/31/2015,Florida Panthers,1,New Jersey Devils,3,,16278,,
1/31/2015,Carolina Hurricanes,1,New York Rangers,4,,18006,,
1/31/2015,Arizona Coyotes,2,Ottawa Senators,7,,18489,,
1/31/2015,Toronto Maple Leafs,0,Philadelphia Flyers,1,,19872,,
1/31/2015,Chicago Blackhawks,0,San Jose Sharks,2,,17562,,
1/31/2015,Columbus Blue Jackets,1,Tampa Bay Lightning,3,,18477,,
1/31/2015,Dallas Stars,5,Winnipeg Jets,2,,15016,,
2/1/2015,Arizona Coyotes,3,Montreal Canadiens,2,,21286,,
2/1/2015,Nashville Predators,4,Pittsburgh Penguins,0,,18535,,
2/1/2015,Minnesota Wild,4,Vancouver Canucks,2,,18438,,
2/1/2015,St. Louis Blues,4,Washington Capitals,3,,18506,,
2/2/2015,Winnipeg Jets,2,Calgary Flames,5,,18824,,
2/2/2015,Florida Panthers,3,New York Rangers,6,,18006,,
2/2/2015,Edmonton Oilers,5,San Jose Sharks,4,SO,17376,,
2/3/2015,Carolina Hurricanes,4,Anaheim Ducks,5,OT,16274,,
2/3/2015,Arizona Coyotes,4,Columbus Blue Jackets,1,,14108,,
2/3/2015,Colorado Avalanche,3,Dallas Stars,2,SO,16521,,
2/3/2015,Chicago Blackhawks,0,Minnesota Wild,3,,19104,,
2/3/2015,Buffalo Sabres,3,Montreal Canadiens,2,,21286,,
2/3/2015,Ottawa Senators,1,New Jersey Devils,2,,11461,,
2/3/2015,Toronto Maple Leafs,3,Nashville Predators,4,,15667,,
2/3/2015,Florida Panthers,4,New York Islanders,2,,14704,,
2/3/2015,Tampa Bay Lightning,1,St. Louis Blues,2,OT,17223,,
2/3/2015,Winnipeg Jets,2,Vancouver Canucks,3,OT,18509,,
2/3/2015,Los Angeles Kings,0,Washington Capitals,4,,18506,,
2/4/2015,San Jose Sharks,1,Calgary Flames,3,,18781,,
2/4/2015,Pittsburgh Penguins,2,Edmonton Oilers,0,,16839,,
2/4/2015,Boston Bruins,2,New York Rangers,3,,18006,,
